School_District,Account_Name,V_Counter,Description,Debit,Credit,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_year,BatchNo,Cancel_Flag,CP_Dummy,Unnamed_19,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code
Cordova City School District,700.HS Robotics.Other Travel - Fund,2-11302018,conf-8884476-78-79-81-82-83-86,2289,0,11/30/2018,O,19000460,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,301,   ,2-11302018,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,3-01042019,perdiem/hs robotics/anc/,120,0,1/4/2019,P,VOID,100005027,11186,,5738,Beckett Jeremiah              ,1112019,19,360,   ,3-01042019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,4-01042019,perdiem/hs robotics/anc/,120,0,1/4/2019,P,,AC00100690,11192,,101919,NILES JARED                   ,1112019,19,360,   ,4-01042019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,5-01152019,Void Check,0,120,1/15/2019,P,VOID,100005027,11186,,5738,Beckett Jeremiah              ,1112019,19,380,   ,5-01152019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,6-02132019,conf-8884476-78-79-81-82-83-86,654,0,2/13/2019,P,19000460,100005113,11632,,101499,SPRINGHILL SUITES BY MARRIOT  , 205J2000148       ,19,462,   ,6-02132019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,7-02132019,conf-8884476-78-79-81-82-83-86,0,2289,2/13/2019,P,19000460,,11632,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,462,   ,7-02132019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,8-02262019,conf-88854460-67-68-70-75//con,0,2289,2/26/2019,O,19000457,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,485,   ,8-02262019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Travel - Fund,9-04162019,akair/HS robotics/championship,15,0,4/16/2019,P,,104262019,12193,,301,ALASKA AIRLINES  INC          , 04-16-2019_       ,19,572,   ,9-04162019,,19,710,0,700,983,F30
Cordova City School District,700.HS Robotics.Other Expenses - Fu,10-11082018,hs/robotics/supplies/beckett,275,0,11/8/2018,P,,111262018,10987,,1551,PITSCO  INC.                  , 11-08-2018_       ,19,303,   ,10-11082018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,1-11062018,register roverruckus/SCentral,100,0,11/6/2018,P,,100004881,10617,,6840,Juneau Ec. Development Council, HS-ROVER RU       ,19,247,   ,1-11062018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,11-11072018,v-SERVOS-robotic supplies/beck,466.58,0,11/7/2018,P,,111262018,10997,,3867,One time Vendor               , 11-07-2018_       ,19,303,   ,11-11072018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,12-12032018,v-servocity-hs robotics suppli,788.61,0,12/3/2018,P,,112262018,11289,,3867,One time Vendor               , 12-03-2018_       ,19,363,   ,12-12032018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,13-12032018,v-revrobotics-supplies,706.37,0,12/3/2018,P,,112262018,11290,,3867,One time Vendor               , 12-03-2018_       ,19,363,   ,13-12032018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,14-12052018,hs robotics supplies,415.54,0,12/5/2018,P,,112262018,11349,,1551,PITSCO  INC.                  , 12-05-2018_       ,19,363,   ,14-12052018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,15-01282019,rover ruckus registration,100,0,1/28/2019,P,,102262019,11803,,6840,Juneau Ec. Development Council, 01-28-2019_       ,19,494,   ,15-01282019,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,16-12052018,hs robotics team supplies,275,0,12/5/2018,P,,112262018,11279,,1551,PITSCO  INC.                  , 12-05-2018_       ,19,363,   ,16-12052018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,17-10172018,v-servocity/robotics/beckett,132.75,0,10/17/2018,P,,110262018,10736,,3867,One time Vendor               , 10-17-2018_       ,19,249,   ,17-10172018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,18-10172018,v-rev robotics/beckett/supplie,230.25,0,10/17/2018,P,,110262018,10737,,3867,One time Vendor               , 10-17-2018_       ,19,249,   ,18-10172018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,2-09122018,hs robotics supplies/beckett,257,0,9/12/2018,P,,109262018,10302,,3867,One time Vendor               , 09-12-2018_       ,19,148,   ,2-09122018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,3-08202018,HS robotics-registration-parts,422.63,0,8/20/2018,P,,108262018,9946,,3867,One time Vendor               , 08-20-2018_       ,19,92,   ,3-08202018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,4-08162018,us first/pitsco/robotics suppl,275,0,8/16/2018,P,,108262018,9952,,3867,One time Vendor               , 08-16-2018_       ,19,92,   ,4-08162018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,5-08142018,v-servo-beckett-robotics suppl,1537.06,0,8/14/2018,P,,108262018,9958,,3867,One time Vendor               , 08-14-2018_       ,19,92,   ,5-08142018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,6-09242018,v-andy mark/hs robotics/becket,141.04,0,9/24/2018,P,,109262018,10259,,3867,One time Vendor               , 09-24-2018_       ,19,148,   ,6-09242018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,7-09212018,hs robotics supplies/beckett,181.43,0,9/21/2018,P,,109262018,10263,,3867,One time Vendor               , 09-21-2018_       ,19,148,   ,7-09212018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,8-09212018,hs robotics supplies/beckett,186.67,0,9/21/2018,P,,109262018,10264,,3867,One time Vendor               , 09-21-2018_       ,19,148,   ,8-09212018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Other Expenses - Fu,9-11082018,hs robotics/supplies/register,423.17,0,11/8/2018,P,,111262018,10986,,1551,PITSCO  INC.                  , 11-08-2018_       ,19,303,   ,9-11082018,,19,710,0,700,983,F40
Cordova City School District,700.HS Robotics.Reg. Season Travel ,1-11202018,amhs-1404982-hs robotics credi,-188,0,11/20/2018,P,,111262018,10906,,1,ALASKA MARINE HIGHWAY SYSTEM  , 11-20-2018_       ,19,303,   ,1-11202018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,2-11142018,amhs-1404982-hs robotics/credi,-234,0,11/14/2018,P,,111262018,10916,,1,ALASKA MARINE HIGHWAY SYSTEM  , 11-14-2018_       ,19,303,   ,2-11142018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,3-11082018,amhs-1404982-Robotics-11-16-an,2702,0,11/8/2018,P,,111262018,10921,,1,ALASKA MARINE HIGHWAY SYSTEM  , 11-08-2018_       ,19,303,   ,3-11082018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,4-01072019,amhs-14236313-hs robotics,-1390,0,1/7/2019,P,,101262019,11464,,1,ALASKA MARINE HIGHWAY SYSTEM  , 01-07-2019_       ,19,441,   ,4-01072019,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,5-11272018,83641420-4244-43129-44128-4490,1386,0,11/27/2018,P,19000440,100004937,10879,,100026,SPRINGHILL SUITES             ,18370,19,294,   ,5-11272018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,6-11272018,83641420-4244-43129-44128-4490,0,1188,11/27/2018,P,19000440,,10879,,100026,SPRINGHILL SUITES             ,                   ,19,294,   ,6-11272018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,7-11192018,perdiem/robotics/anchorage,160,0,11/19/2018,P,,100004919,10834,,7706,Tiedeman Christopher          ,11162018,19,274,   ,7-11192018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Reg. Season Travel ,8-11022018,83641420-4244-43129-44128-4490,1188,0,11/2/2018,O,19000440,,,,100026,SPRINGHILL SUITES             ,                   ,19,241,   ,8-11022018,,19,710,0,700,983,R30
Cordova City School District,700.HS Robotics.Post-Season Travel ,10-04112019,conf-88854488-90-91-92-93-95-5,0,-2289,4/11/2019,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,546,   ,10-04112019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,11-04112019,conf-88854488-90-91-92-93-95-5,0,2289,4/11/2019,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,546,   ,11-04112019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,1-11292018,conf-88854460-67-68-70-75//con,2289,0,11/29/2018,O,19000457,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,299,   ,1-11292018,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,12-04112019,conf-88854488-90-91-92-93-95-5,0,-2289,4/11/2019,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,546,   ,12-04112019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,13-04112019,conf-88854488-90-91-92-93-95-5,0,2289,4/11/2019,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,546,   ,13-04112019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,14-05152019,,0,-1090,5/15/2019,P,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,607,   ,14-05152019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,2-11302018,conf-88854488-90-91-92-93-95-5,2289,0,11/30/2018,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,301,   ,2-11302018,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,3-01152019,amhs-1423613-hs-robotics,-454,0,1/15/2019,P,,101262019,11455,,1,ALASKA MARINE HIGHWAY SYSTEM  , 01-15-2019_       ,19,441,   ,3-01152019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,4-02132019,conf-88854488-90-91-92-93-95-5,654,0,2/13/2019,P,19000461,100005113,11631,,101499,SPRINGHILL SUITES BY MARRIOT  , 205J2000149       ,19,462,   ,4-02132019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,5-02132019,conf-88854488-90-91-92-93-95-5,0,1090,2/13/2019,P,19000461,,11631,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,462,   ,5-02132019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,6-01232019,conf-88854488-90-91-92-93-95-5,0,1199,1/23/2019,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,397,   ,6-01232019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,7-01232019,conf-88854488-90-91-92-93-95-5,0,1090,1/23/2019,O,19000461,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,397,   ,7-01232019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,8-04162019,hs robotics-state-anc-feb,1090,0,4/16/2019,P,,100005238,12136,,101499,SPRINGHILL SUITES BY MARRIOT  , 205J2000150       ,19,553,   ,8-04162019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Post-Season Travel ,9-02262019,conf-88854460-67-68-70-75//con,0,2289,2/26/2019,O,19000457,,,,101499,SPRINGHILL SUITES BY MARRIOT  ,                   ,19,485,   ,9-02262019,,19,710,0,700,983,R32
Cordova City School District,700.HS Robotics.Other Expenses - Re,1-07012018,City of Cordova,0,150,7/1/2018,J,989,,,,         ,                              ,                   ,19,58,   ,1-07012018,,19,710,0,700,983,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,1-05312019,Other CHSSA Adjustments,0,300.26,5/31/2019,J,1062,,,,         ,                              ,                   ,19,672,   ,1-05312019,,19,710,0,700,988,F40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,2-02112019,nichols/jan19/team feed suppli,60.7,0,2/11/2019,P,,102262019,11741,,88,NICHOLS  BACKDOOR COMPANY     , 02-11-2019_       ,19,494,   ,2-02112019,,19,710,0,700,988,F40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,3-02112019,nichols/jan19/team feed????,249.5,0,2/11/2019,P,,102262019,11741,,88,NICHOLS  BACKDOOR COMPANY     , 02-11-2019_       ,19,494,   ,3-02112019,,19,710,0,700,988,F40
Cordova City School District,700.Tournament Team Fe.Stipends - Reimbu,1-11232018,November 23 2018 Payroll,331.57,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,1-11232018,,19,710,0,700,988,R10
Cordova City School District,700.Tournament Team Fe.Stipends - Reimbu,2-03252019,March 25 2019 Payroll PC09,575.35,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,2-03252019,,19,710,0,700,988,R10
Cordova City School District,700.Tournament Team Fe.Stipends - Reimbu,3-10252018,October 25 2018 Payroll PC04,86.54,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,3-10252018,,19,710,0,700,988,R10
Cordova City School District,700.Tournament Team Fe.Assoc. Payroll - ,1-11232018,November 23 2018 Payroll,25.37,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,1-11232018,,19,710,0,700,988,R20
Cordova City School District,700.Tournament Team Fe.Assoc. Payroll - ,2-03252019,March 25 2019 Payroll PC09,41.68,0,3/25/2019,J,1032,,,,         ,                              ,                   ,19,522,   ,2-03252019,,19,710,0,700,988,R20
Cordova City School District,700.Tournament Team Fe.Assoc. Payroll - ,3-10252018,October 25 2018 Payroll PC04,6.63,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,3-10252018,,19,710,0,700,988,R20
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,10-01232019,1/20/2019 Breakfast x36,108,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,10-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,1-05312019,Other CHSSA Adjustments,300.26,0,5/31/2019,J,1062,,,,         ,                              ,                   ,19,672,   ,1-05312019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,11-01232019,1/20/2019 Lunch x18,108,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,11-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,12-03312019,BB Regionals Team Feed,5770,0,3/31/2019,J,1033,,,,         ,                              ,                   ,19,534,   ,12-03312019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,2-01232019,1/16/19 Dinner x75,750,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,2-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,3-01232019,1/17/19 Dinner x75,750,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,3-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,4-01232019,1/18/2019 Breakfast x75,225,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,4-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,5-01232019,1/18/2019 Lunch x75,450,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,5-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,6-01232019,1/18/2019 Dinner x75,750,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,6-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,7-01232019,1/19/2019 Breakfast x75,225,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,7-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,8-01232019,1/19/2019 Lunch x75,450,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,8-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Tournament Team Fe.Other Expenses - ,9-01232019,1/19/2019 Dinner x75,750,0,1/23/2019,J,1021,,,,         ,                              ,                   ,19,401,   ,9-01232019,,19,710,0,700,988,R40
Cordova City School District,700.Bionic (Peer Helpe.Other Expenses - ,1-02132019,reimburse-preprom-get ready wi,900,0,2/13/2019,P,,100005117,11618,,101250,CORDOVA FAMILY RESOURCE CENTER,1224561,19,461,   ,1-02132019,,19,710,0,700,991,F40
Cordova City School District,700.JH Cheerleading.Other Expenses - Fu,1-10152018,jh outfits/fund raised portion,90,0,10/15/2018,P,,110262018,10760,,101371,GTM SPORTSWEAR                , 10-15-2018_       ,19,249,   ,1-10152018,,19,710,0,700,994,F40
Cordova City School District,700.JH Cheerleading.Other Expenses - Fu,2-10152018,jh cheer out fits-fund raised,608,0,10/15/2018,P,,110262018,10761,,101371,GTM SPORTSWEAR                , 10-15-2018_       ,19,249,   ,2-10152018,,19,710,0,700,994,F40
Cordova City School District,700.JH Cheerleading.Stipends - Reimburs,1-11232018,November 23 2018 Payroll,702.34,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,1-11232018,,19,710,0,700,994,R10
Cordova City School District,700.JH Cheerleading.Stipends - Reimburs,2-10252018,October 25 2018 Payroll PC04,702.33,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,2-10252018,,19,710,0,700,994,R10
Cordova City School District,700.JH Cheerleading.Assoc. Payroll - Re,1-06302019,Correct 710 Accounting,53.72,0,6/30/2019,J,1082,,,,         ,                              ,                   ,19,672,   ,1-06302019,,19,710,0,700,994,R20
Cordova City School District,700.JH Cheerleading.Assoc. Payroll - Re,2-11232018,November 23 2018 Payroll,53.73,0,11/23/2018,J,1014,,,,         ,                              ,                   ,19,309,   ,2-11232018,,19,710,0,700,994,R20
Cordova City School District,700.JH Cheerleading.Assoc. Payroll - Re,3-10252018,October 25 2018 Payroll PC04,53.73,0,10/25/2018,J,1012,,,,         ,                              ,                   ,19,238,   ,3-10252018,,19,710,0,700,994,R20
